model_key,n,variable_recovery_rate_mean,variable_recovery_rate_sd,subtask_completion_rate_mean,subtask_completion_rate_sd,plan_continuity_rate_mean,plan_continuity_rate_sd,constraint_retention_rate_mean,constraint_retention_rate_sd,handoff_success_mean,handoff_success_sd,state_error_count_mean,state_error_count_sd
azure_gpt_5_4_high,90,0.4616666666666666,0.46976267017732987,0.06944444444444445,0.23710501684640253,0.19722222222222222,0.334139941677465,0.40555555555555556,0.48514126544821884,0.022222222222222223,0.14823135407896973,37.544444444444444,47.03934788757058
azure_gpt_chat_latest,180,0.9416666666666667,0.17146265290372165,0.6169444444444444,0.47458196509040995,0.6652777777777777,0.435155440738103,0.8805555555555555,0.3098201356422954,0.5222222222222223,0.5008992534165393,0.4166666666666667,0.9505952266428657
