scenario_id,round,mode,rep,model_route,status,error_class,changed_files
M003,1,hybrid_state_general,2,qwen3_next_80b_instruct,ok,,"index.html,styles.css"
M003,1,model_adapted,1,gemini_3_5_flash,ok,,"index.html,styles.css"
M003,1,model_adapted,1,gemini_3_flash_preview,ok,,"index.html,styles.css"
M003,1,model_adapted,1,glm_5,ok,,"index.html,styles.css"
M003,1,model_adapted,1,grok_4_20_reasoning,error,429_resource_exhausted,
M003,1,model_adapted,1,qwen3_next_80b_instruct,ok,,"index.html,styles.css"
M003,1,model_adapted,2,gemini_3_5_flash,ok,,"index.html,styles.css"
M003,1,model_adapted,2,gemini_3_flash_preview,ok,,"index.html,styles.css"
M003,1,model_adapted,2,glm_5,ok,,"index.html,styles.css"
M003,1,model_adapted,2,grok_4_20_reasoning,error,429_resource_exhausted,
M003,1,model_adapted,2,qwen3_next_80b_instruct,ok,,"index.html,styles.css"
M004,1,compressed_general,1,gemini_3_5_flash,ok,,"index.html,styles.css"
M004,1,compressed_general,1,gemini_3_flash_preview,ok,,"index.html,styles.css"
M004,1,compressed_general,1,glm_5,ok,,"index.html,styles.css"
M004,1,compressed_general,1,grok_4_20_reasoning,error,429_resource_exhausted,
M004,1,compressed_general,1,qwen3_next_80b_instruct,ok,,"index.html,styles.css"
M004,1,compressed_general,2,gemini_3_5_flash,ok,,"index.html,styles.css"
M004,1,compressed_general,2,gemini_3_flash_preview,ok,,"index.html,styles.css"
M004,1,compressed_general,2,glm_5,ok,,"index.html,styles.css"
M004,1,compressed_general,2,grok_4_20_reasoning,error,429_resource_exhausted,
M004,1,compressed_general,2,qwen3_next_80b_instruct,error,429_resource_exhausted,
M004,1,hybrid_state_general,1,gemini_3_5_flash,ok,,"index.html,styles.css"
M004,1,hybrid_state_general,1,gemini_3_flash_preview,ok,,"index.html,styles.css"
M004,1,hybrid_state_general,1,glm_5,ok,,"index.html,styles.css"
M004,1,hybrid_state_general,1,grok_4_20_reasoning,error,429_resource_exhausted,
M004,1,hybrid_state_general,1,qwen3_next_80b_instruct,error,429_resource_exhausted,
M004,1,hybrid_state_general,2,gemini_3_5_flash,ok,,"index.html,styles.css"
M004,1,hybrid_state_general,2,gemini_3_flash_preview,ok,,"index.html,styles.css"
M004,1,hybrid_state_general,2,glm_5,ok,,"index.html,styles.css"
M004,1,hybrid_state_general,2,grok_4_20_reasoning,error,429_resource_exhausted,
M004,1,hybrid_state_general,2,qwen3_next_80b_instruct,error,429_resource_exhausted,
M004,1,model_adapted,1,gemini_3_5_flash,ok,,"index.html,styles.css"
M004,1,model_adapted,1,gemini_3_flash_preview,ok,,"index.html,styles.css"
M004,1,model_adapted,1,glm_5,ok,,"index.html,styles.css"
M004,1,model_adapted,1,grok_4_20_reasoning,error,429_resource_exhausted,
M004,1,model_adapted,1,qwen3_next_80b_instruct,ok,,"index.html,styles.css"
M004,1,model_adapted,2,gemini_3_5_flash,ok,,"index.html,styles.css"
M004,1,model_adapted,2,gemini_3_flash_preview,ok,,"index.html,styles.css"
M004,1,model_adapted,2,glm_5,ok,,"index.html,styles.css"
M004,1,model_adapted,2,grok_4_20_reasoning,error,429_resource_exhausted,
M004,1,model_adapted,2,qwen3_next_80b_instruct,ok,,"index.html,styles.css"
M005,1,compressed_general,1,gemini_3_5_flash,ok,,"index.html,styles.css"
M005,1,compressed_general,1,gemini_3_flash_preview,ok,,"index.html,styles.css"
M005,1,compressed_general,1,glm_5,ok,,"index.html,styles.css"
M005,1,compressed_general,1,grok_4_20_reasoning,error,429_resource_exhausted,
M005,1,compressed_general,1,qwen3_next_80b_instruct,ok,,"index.html,styles.css"
M005,1,compressed_general,2,gemini_3_5_flash,ok,,"index.html,styles.css"
M005,1,compressed_general,2,gemini_3_flash_preview,ok,,"index.html,styles.css"
M005,1,compressed_general,2,glm_5,ok,,"index.html,styles.css"
M005,1,compressed_general,2,grok_4_20_reasoning,ok,,"index.html,styles.css"
M005,1,compressed_general,2,qwen3_next_80b_instruct,ok,,"index.html,styles.css"
M005,1,hybrid_state_general,1,gemini_3_5_flash,ok,,"index.html,styles.css"
M005,1,hybrid_state_general,1,gemini_3_flash_preview,ok,,"index.html,styles.css"
M005,1,hybrid_state_general,1,glm_5,ok,,"index.html,styles.css"
M005,1,hybrid_state_general,1,grok_4_20_reasoning,ok,,"index.html,styles.css"
M005,1,hybrid_state_general,1,qwen3_next_80b_instruct,ok,,"index.html,styles.css"
M005,1,hybrid_state_general,2,gemini_3_5_flash,ok,,"index.html,styles.css"
M005,1,hybrid_state_general,2,gemini_3_flash_preview,ok,,"index.html,styles.css"
M005,1,hybrid_state_general,2,glm_5,ok,,"index.html,styles.css"
M005,1,hybrid_state_general,2,grok_4_20_reasoning,ok,,"index.html,styles.css"
M005,1,hybrid_state_general,2,qwen3_next_80b_instruct,ok,,"index.html,styles.css"
M005,1,model_adapted,1,gemini_3_5_flash,ok,,"index.html,styles.css"
M005,1,model_adapted,1,gemini_3_flash_preview,ok,,"index.html,styles.css"
M005,1,model_adapted,1,glm_5,ok,,"index.html,styles.css"
M005,1,model_adapted,1,grok_4_20_reasoning,error,429_resource_exhausted,
M005,1,model_adapted,1,qwen3_next_80b_instruct,ok,,"index.html,styles.css"
M005,1,model_adapted,2,gemini_3_5_flash,ok,,"index.html,styles.css"
M005,1,model_adapted,2,gemini_3_flash_preview,ok,,"index.html,styles.css"
M005,1,model_adapted,2,glm_5,ok,,"index.html,styles.css"
M005,1,model_adapted,2,grok_4_20_reasoning,ok,,"index.html,styles.css"
M005,1,model_adapted,2,qwen3_next_80b_instruct,ok,,"index.html,styles.css"
M006,1,compressed_general,1,gemini_3_5_flash,ok,,"index.html,styles.css"
M006,1,compressed_general,1,gemini_3_flash_preview,ok,,"index.html,styles.css"
M006,1,compressed_general,1,glm_5,ok,,"index.html,styles.css"
M006,1,compressed_general,1,grok_4_20_reasoning,error,429_resource_exhausted,
M006,1,compressed_general,1,qwen3_next_80b_instruct,ok_repaired,,"index.html,styles.css"
M006,1,compressed_general,2,gemini_3_5_flash,ok,,"index.html,styles.css"
M006,1,compressed_general,2,gemini_3_flash_preview,ok,,"index.html,styles.css"
M006,1,compressed_general,2,glm_5,ok,,"index.html,styles.css"
M006,1,compressed_general,2,grok_4_20_reasoning,error,429_resource_exhausted,
M006,1,compressed_general,2,qwen3_next_80b_instruct,ok_repaired,,"index.html,styles.css"
M006,1,hybrid_state_general,1,gemini_3_5_flash,ok,,"index.html,styles.css"
M006,1,hybrid_state_general,1,gemini_3_flash_preview,ok,,"index.html,styles.css"
M006,1,hybrid_state_general,1,glm_5,ok,,"index.html,styles.css"
M006,1,hybrid_state_general,1,grok_4_20_reasoning,error,429_resource_exhausted,
M006,1,hybrid_state_general,1,qwen3_next_80b_instruct,ok_repaired,,"index.html,styles.css"
M006,1,hybrid_state_general,2,gemini_3_5_flash,ok,,"index.html,styles.css"
M006,1,hybrid_state_general,2,gemini_3_flash_preview,ok,,"index.html,styles.css"
M006,1,hybrid_state_general,2,glm_5,ok,,"index.html,styles.css"
M006,1,hybrid_state_general,2,grok_4_20_reasoning,error,429_resource_exhausted,
M006,1,hybrid_state_general,2,qwen3_next_80b_instruct,ok,,"index.html,styles.css"
M006,1,model_adapted,1,gemini_3_5_flash,ok,,"index.html,styles.css"
M006,1,model_adapted,1,gemini_3_flash_preview,ok,,"index.html,styles.css"
M006,1,model_adapted,1,glm_5,ok,,"index.html,styles.css"
M006,1,model_adapted,1,grok_4_20_reasoning,error,429_resource_exhausted,
M006,1,model_adapted,1,qwen3_next_80b_instruct,ok,,"index.html,styles.css"
M006,1,model_adapted,2,gemini_3_5_flash,ok,,"index.html,styles.css"
M006,1,model_adapted,2,gemini_3_flash_preview,ok,,"index.html,styles.css"
M006,1,model_adapted,2,glm_5,ok,,"index.html,styles.css"
M006,1,model_adapted,2,grok_4_20_reasoning,error,429_resource_exhausted,
M006,1,model_adapted,2,qwen3_next_80b_instruct,ok,,"index.html,styles.css"
M007,1,compressed_general,1,gemini_3_5_flash,ok,,"index.html,styles.css"
M007,1,compressed_general,1,gemini_3_flash_preview,ok,,"index.html,styles.css"
M007,1,compressed_general,1,glm_5,ok,,"index.html,styles.css"
M007,1,compressed_general,1,grok_4_20_reasoning,error,429_resource_exhausted,
M007,1,compressed_general,1,qwen3_next_80b_instruct,ok,,"index.html,styles.css"
M007,1,compressed_general,2,gemini_3_5_flash,ok,,"index.html,styles.css"
M007,1,compressed_general,2,glm_5,ok,,"index.html,styles.css"
M007,1,compressed_general,2,grok_4_20_reasoning,error,429_resource_exhausted,
M007,1,compressed_general,2,qwen3_next_80b_instruct,ok,,"index.html,styles.css"
M007,1,hybrid_state_general,1,gemini_3_5_flash,ok,,"index.html,styles.css"
M007,1,hybrid_state_general,1,glm_5,ok,,"index.html,styles.css"
M007,1,hybrid_state_general,1,grok_4_20_reasoning,error,429_resource_exhausted,
M007,1,hybrid_state_general,1,qwen3_next_80b_instruct,ok,,"index.html,styles.css"
M007,1,hybrid_state_general,2,gemini_3_5_flash,ok,,"index.html,styles.css"
M007,1,hybrid_state_general,2,glm_5,ok,,"index.html,styles.css"
M007,1,hybrid_state_general,2,grok_4_20_reasoning,error,429_resource_exhausted,
M007,1,hybrid_state_general,2,qwen3_next_80b_instruct,ok,,"index.html,styles.css"
M007,1,model_adapted,1,gemini_3_5_flash,ok,,"index.html,styles.css"
M007,1,model_adapted,1,glm_5,ok,,"index.html,styles.css"
M007,1,model_adapted,1,grok_4_20_reasoning,error,429_resource_exhausted,
M007,1,model_adapted,1,qwen3_next_80b_instruct,ok,,"index.html,styles.css"
M007,1,model_adapted,2,gemini_3_5_flash,ok,,"index.html,styles.css"
M007,1,model_adapted,2,glm_5,ok,,"index.html,styles.css"
M007,1,model_adapted,2,grok_4_20_reasoning,error,429_resource_exhausted,
M007,1,model_adapted,2,qwen3_next_80b_instruct,ok,,"index.html,styles.css"
M008,1,compressed_general,1,gemini_3_5_flash,ok,,"index.html,styles.css"
M008,1,compressed_general,1,glm_5,ok,,"index.html,styles.css"
M008,1,compressed_general,1,grok_4_20_reasoning,error,429_resource_exhausted,
M008,1,compressed_general,1,qwen3_next_80b_instruct,ok,,"index.html,styles.css"
M008,1,compressed_general,2,gemini_3_5_flash,ok,,"index.html,styles.css"
M008,1,compressed_general,2,glm_5,ok,,"index.html,styles.css"
M008,1,compressed_general,2,grok_4_20_reasoning,ok,,index.html
M008,1,compressed_general,2,qwen3_next_80b_instruct,ok,,"index.html,styles.css"
M008,1,hybrid_state_general,1,gemini_3_5_flash,ok,,"index.html,styles.css"
M008,1,hybrid_state_general,1,glm_5,ok,,"index.html,styles.css"
M008,1,hybrid_state_general,1,grok_4_20_reasoning,error,429_resource_exhausted,
M008,1,hybrid_state_general,1,qwen3_next_80b_instruct,ok,,"index.html,styles.css"
M008,1,hybrid_state_general,2,gemini_3_5_flash,ok,,"index.html,styles.css"
M008,1,hybrid_state_general,2,glm_5,ok,,"index.html,styles.css"
M008,1,hybrid_state_general,2,grok_4_20_reasoning,error,429_resource_exhausted,
M008,1,hybrid_state_general,2,qwen3_next_80b_instruct,ok,,"index.html,styles.css"
M008,1,model_adapted,1,gemini_3_5_flash,ok,,"index.html,styles.css"
M008,1,model_adapted,1,glm_5,ok,,"index.html,styles.css"
M008,1,model_adapted,1,grok_4_20_reasoning,ok,,"index.html,styles.css"
M008,1,model_adapted,1,qwen3_next_80b_instruct,ok,,"index.html,styles.css"
M008,1,model_adapted,2,gemini_3_5_flash,ok,,"index.html,styles.css"
M008,1,model_adapted,2,glm_5,ok,,"index.html,styles.css"
M008,1,model_adapted,2,grok_4_20_reasoning,ok,,"index.html,styles.css"
M008,1,model_adapted,2,qwen3_next_80b_instruct,ok,,"index.html,styles.css"
M009,1,compressed_general,1,gemini_3_5_flash,ok,,"index.html,styles.css"
M009,1,compressed_general,1,glm_5,ok,,"index.html,styles.css"
M009,1,compressed_general,1,grok_4_20_reasoning,ok,,"index.html,styles.css"
M009,1,compressed_general,1,qwen3_next_80b_instruct,ok_repaired,,index.html
M009,1,compressed_general,2,gemini_3_5_flash,ok,,"index.html,styles.css"
M009,1,compressed_general,2,glm_5,ok,,"index.html,styles.css"
M009,1,compressed_general,2,grok_4_20_reasoning,error,429_resource_exhausted,
M009,1,compressed_general,2,qwen3_next_80b_instruct,ok_repaired,,index.html
M009,1,hybrid_state_general,1,gemini_3_5_flash,ok,,"index.html,styles.css"
M009,1,hybrid_state_general,1,glm_5,ok,,"index.html,styles.css"
M009,1,hybrid_state_general,1,grok_4_20_reasoning,error,429_resource_exhausted,
M009,1,hybrid_state_general,1,qwen3_next_80b_instruct,ok_repaired,,"index.html,styles.css"
M009,1,hybrid_state_general,2,gemini_3_5_flash,ok,,"index.html,styles.css"
M009,1,hybrid_state_general,2,glm_5,ok,,"index.html,styles.css"
M009,1,hybrid_state_general,2,grok_4_20_reasoning,error,429_resource_exhausted,
M009,1,hybrid_state_general,2,qwen3_next_80b_instruct,ok,,"index.html,styles.css"
M009,1,model_adapted,1,gemini_3_5_flash,ok,,"index.html,styles.css"
M009,1,model_adapted,1,glm_5,ok,,"index.html,styles.css"
M009,1,model_adapted,1,grok_4_20_reasoning,error,429_resource_exhausted,
M009,1,model_adapted,1,qwen3_next_80b_instruct,ok,,"index.html,styles.css"
M009,1,model_adapted,2,gemini_3_5_flash,ok,,"index.html,styles.css"
M009,1,model_adapted,2,glm_5,ok,,"index.html,styles.css"
M009,1,model_adapted,2,grok_4_20_reasoning,error,429_resource_exhausted,
M009,1,model_adapted,2,qwen3_next_80b_instruct,ok_repaired,,"index.html,styles.css"
M010,1,compressed_general,1,gemini_3_5_flash,ok,,"index.html,styles.css"
M010,1,compressed_general,1,glm_5,ok,,"index.html,styles.css"
M010,1,compressed_general,1,grok_4_20_reasoning,ok,,"index.html,styles.css"
M010,1,compressed_general,1,qwen3_next_80b_instruct,ok,,"index.html,styles.css"
M010,1,compressed_general,2,gemini_3_5_flash,ok,,"index.html,styles.css"
M010,1,compressed_general,2,glm_5,ok,,"index.html,styles.css"
M010,1,compressed_general,2,grok_4_20_reasoning,error,429_resource_exhausted,
M010,1,compressed_general,2,qwen3_next_80b_instruct,error,429_resource_exhausted,
M010,1,hybrid_state_general,1,gemini_3_5_flash,ok,,"index.html,styles.css"
M010,1,hybrid_state_general,1,glm_5,ok,,"index.html,styles.css"
M010,1,hybrid_state_general,1,grok_4_20_reasoning,error,429_resource_exhausted,
M010,1,hybrid_state_general,1,qwen3_next_80b_instruct,error,429_resource_exhausted,
M010,1,hybrid_state_general,2,gemini_3_5_flash,ok,,"index.html,styles.css"
M010,1,hybrid_state_general,2,glm_5,ok,,"index.html,styles.css"
M010,1,hybrid_state_general,2,grok_4_20_reasoning,error,429_resource_exhausted,
M010,1,hybrid_state_general,2,qwen3_next_80b_instruct,error,429_resource_exhausted,
M010,1,model_adapted,1,gemini_3_5_flash,ok,,"index.html,styles.css"
M010,1,model_adapted,1,glm_5,ok,,"index.html,styles.css"
M010,1,model_adapted,1,grok_4_20_reasoning,error,429_resource_exhausted,
M010,1,model_adapted,1,qwen3_next_80b_instruct,ok,,"index.html,styles.css"
M010,1,model_adapted,2,gemini_3_5_flash,ok,,"index.html,styles.css"
M010,1,model_adapted,2,glm_5,ok,,"index.html,styles.css"
M010,1,model_adapted,2,grok_4_20_reasoning,error,429_resource_exhausted,
M010,1,model_adapted,2,qwen3_next_80b_instruct,ok,,"index.html,styles.css"
M011,1,compressed_general,1,gemini_3_5_flash,ok,,"index.html,styles.css"
M011,1,compressed_general,1,glm_5,ok,,"index.html,styles.css"
M011,1,compressed_general,1,grok_4_20_reasoning,error,429_resource_exhausted,
M011,1,compressed_general,1,qwen3_next_80b_instruct,ok,,"index.html,styles.css"
M011,1,compressed_general,2,gemini_3_5_flash,ok,,"index.html,styles.css"
M011,1,compressed_general,2,glm_5,ok,,"index.html,styles.css"
M011,1,compressed_general,2,grok_4_20_reasoning,error,429_resource_exhausted,
M011,1,compressed_general,2,qwen3_next_80b_instruct,ok,,"index.html,styles.css"
M011,1,hybrid_state_general,1,gemini_3_5_flash,ok,,"index.html,styles.css"
M011,1,hybrid_state_general,1,glm_5,ok,,"index.html,styles.css"
M011,1,hybrid_state_general,1,grok_4_20_reasoning,ok,,"index.html,styles.css"
M011,1,hybrid_state_general,1,qwen3_next_80b_instruct,ok,,"index.html,styles.css"
M011,1,hybrid_state_general,2,gemini_3_5_flash,ok,,"index.html,styles.css"
M011,1,hybrid_state_general,2,glm_5,ok,,"index.html,styles.css"
M011,1,hybrid_state_general,2,grok_4_20_reasoning,error,429_resource_exhausted,
M011,1,hybrid_state_general,2,qwen3_next_80b_instruct,ok,,"index.html,styles.css"
M011,1,model_adapted,1,gemini_3_5_flash,ok,,"index.html,styles.css"
M011,1,model_adapted,1,glm_5,ok,,"index.html,styles.css"
M011,1,model_adapted,1,grok_4_20_reasoning,error,429_resource_exhausted,
M011,1,model_adapted,1,qwen3_next_80b_instruct,ok,,"index.html,styles.css"
M011,1,model_adapted,2,gemini_3_5_flash,ok,,"index.html,styles.css"
M011,1,model_adapted,2,glm_5,ok,,"index.html,styles.css"
M011,1,model_adapted,2,grok_4_20_reasoning,error,429_resource_exhausted,
M011,1,model_adapted,2,qwen3_next_80b_instruct,ok,,"index.html,styles.css"
M012,1,compressed_general,1,gemini_3_5_flash,ok,,"index.html,styles.css"
M012,1,compressed_general,1,glm_5,ok,,"index.html,styles.css"
M012,1,compressed_general,1,grok_4_20_reasoning,error,429_resource_exhausted,
M012,1,compressed_general,1,qwen3_next_80b_instruct,ok,,"index.html,styles.css"
M012,1,compressed_general,2,gemini_3_5_flash,ok,,"index.html,styles.css"
M012,1,compressed_general,2,glm_5,ok,,"index.html,styles.css"
M012,1,compressed_general,2,grok_4_20_reasoning,ok,,"index.html,styles.css"
M012,1,compressed_general,2,qwen3_next_80b_instruct,ok,,"index.html,styles.css"
M012,1,hybrid_state_general,1,gemini_3_5_flash,ok,,"index.html,styles.css"
M012,1,hybrid_state_general,1,glm_5,ok,,"index.html,styles.css"
M012,1,hybrid_state_general,1,grok_4_20_reasoning,error,429_resource_exhausted,
M012,1,hybrid_state_general,1,qwen3_next_80b_instruct,ok,,"index.html,styles.css"
M012,1,hybrid_state_general,2,gemini_3_5_flash,ok,,index.html
M012,1,hybrid_state_general,2,glm_5,ok,,"index.html,styles.css"
M012,1,hybrid_state_general,2,grok_4_20_reasoning,error,429_resource_exhausted,
M012,1,hybrid_state_general,2,qwen3_next_80b_instruct,ok,,"index.html,styles.css"
M012,1,model_adapted,1,gemini_3_5_flash,ok,,"index.html,styles.css"
M012,1,model_adapted,1,glm_5,ok,,"index.html,styles.css"
M012,1,model_adapted,1,grok_4_20_reasoning,error,429_resource_exhausted,
M012,1,model_adapted,1,qwen3_next_80b_instruct,ok,,"index.html,styles.css"
M012,1,model_adapted,2,gemini_3_5_flash,error,403_consumer_suspended,
M012,1,model_adapted,2,glm_5,ok,,"index.html,styles.css"
M012,1,model_adapted,2,grok_4_20_reasoning,error,429_resource_exhausted,
M012,1,model_adapted,2,qwen3_next_80b_instruct,ok,,"index.html,styles.css"
M013,1,compressed_general,1,gemini_3_5_flash,ok,,"index.html,styles.css"
M013,1,compressed_general,1,glm_5,ok,,"index.html,styles.css"
M013,1,compressed_general,1,grok_4_20_reasoning,error,429_resource_exhausted,
M013,1,compressed_general,1,qwen3_next_80b_instruct,ok,,"index.html,styles.css"
M013,1,compressed_general,2,gemini_3_5_flash,ok,,"index.html,styles.css"
M013,1,compressed_general,2,glm_5,ok,,"index.html,styles.css"
M013,1,compressed_general,2,grok_4_20_reasoning,error,429_resource_exhausted,
M013,1,compressed_general,2,qwen3_next_80b_instruct,ok,,"index.html,styles.css"
M013,1,hybrid_state_general,1,gemini_3_5_flash,error,403_consumer_suspended,
M013,1,hybrid_state_general,1,glm_5,ok,,"index.html,styles.css"
M013,1,hybrid_state_general,1,grok_4_20_reasoning,error,429_resource_exhausted,
M013,1,hybrid_state_general,1,qwen3_next_80b_instruct,ok,,"index.html,styles.css"
M013,1,hybrid_state_general,2,gemini_3_5_flash,ok,,"index.html,styles.css"
M013,1,hybrid_state_general,2,glm_5,ok,,"index.html,styles.css"
M013,1,hybrid_state_general,2,grok_4_20_reasoning,error,429_resource_exhausted,
M013,1,hybrid_state_general,2,qwen3_next_80b_instruct,ok,,"index.html,styles.css"
M013,1,model_adapted,1,gemini_3_5_flash,ok,,"index.html,styles.css"
M013,1,model_adapted,1,glm_5,ok,,"index.html,styles.css"
M013,1,model_adapted,1,grok_4_20_reasoning,error,429_resource_exhausted,
M013,1,model_adapted,1,qwen3_next_80b_instruct,ok,,"index.html,styles.css"
M013,1,model_adapted,2,gemini_3_5_flash,ok,,"index.html,styles.css"
M013,1,model_adapted,2,glm_5,ok,,"index.html,styles.css"
M013,1,model_adapted,2,grok_4_20_reasoning,error,429_resource_exhausted,
M013,1,model_adapted,2,qwen3_next_80b_instruct,ok,,"index.html,styles.css"
M014,1,compressed_general,1,gemini_3_5_flash,ok,,"index.html,styles.css"
M014,1,compressed_general,1,glm_5,ok,,"index.html,styles.css"
M014,1,compressed_general,1,grok_4_20_reasoning,error,429_resource_exhausted,
M014,1,compressed_general,1,qwen3_next_80b_instruct,ok,,"index.html,styles.css"
M014,1,compressed_general,2,gemini_3_5_flash,error,403_consumer_suspended,
M014,1,compressed_general,2,glm_5,ok,,"index.html,styles.css"
